author,avg-sentence-length,sentence-length-variance,flesch-reading-score,avg-word-length,vocab-diversity,total-tokens
Leo,28.0,0.0,87.77214285714292,3.928571428571429,0.9393939393939394,28
Leo,20.0,0.0,63.86500000000004,4.9,0.8260869565217391,20
Leo,17.65714285714286,154.94367346938765,49.53616227461856,4.878640776699029,0.2751048113395887,4326
Aquarius,21.66666666666667,344.2222222222222,59.89564102564103,4.769230769230769,0.6883116883116883,65
Aquarius,18.91428571428571,203.84979591836728,63.80406948640481,4.484894259818731,0.4162371134020619,662
Aquarius,16.33333333333333,172.7222222222222,66.3780952380953,4.48469387755102,0.5128205128205128,196
Aquarius,16.82608695652174,99.53497164461248,53.347219413549055,4.785529715762274,0.504424778761062,387
Aquarius,20.31578947368421,255.16343490304715,54.93105399509133,4.83160621761658,0.5143487858719648,386
Aquarius,20.0,148.75,54.87625000000003,4.75625,0.6108108108108108,160
Aquarius,14.0952380952381,101.99092970521542,57.91144144144147,4.777027027027027,0.4889502762430939,296
Aquarius,22.68181818181818,180.58057851239673,60.38850564765893,4.348697394789579,0.4459691252144082,499
Aquarius,19.96153846153846,131.80621301775145,61.38559915518006,4.676300578034682,0.4264264264264264,519
Aquarius,16.0,62.5,57.08562500000002,4.40625,0.7375,64
Aquarius,16.15,192.12750000000003,62.102192724458206,4.297213622291022,0.4715025906735751,323
Aquarius,41.22222222222222,3037.728395061729,48.46991614255765,4.361185983827493,0.5102040816326531,371
Aquarius,19.85714285714286,450.4081632653061,55.215251798561184,5.028776978417266,0.6569767441860465,139
Aquarius,22.0,106.0,60.96977272727271,4.431818181818182,0.5529953917050691,176
Aquarius,16.96153846153846,73.65236686390531,70.29658948194663,4.215419501133787,0.4618320610687023,441
Aquarius,16.79166666666667,142.87326388888894,63.62619778742763,4.51985111662531,0.3880903490759754,806
Aquarius,16.66666666666667,215.62962962962962,73.17033333333337,4.333333333333333,0.4605504587155963,450
Aquarius,25.42857142857143,163.67346938775515,49.37219101123597,4.466292134831461,0.4927536231884058,356
Aquarius,25.47058823529412,309.66089965397936,52.8123760358647,4.452655889145497,0.4901574803149606,433
Aquarius,21.53846153846154,161.9408284023669,69.55489010989014,4.164285714285714,0.5555555555555556,280
Aquarius,21.71428571428571,127.91836734693878,60.67789473684212,4.157894736842105,0.6395348837209301,152
Aquarius,52.42857142857143,2466.530612244898,27.526811989100807,4.768392370572207,0.4932735426008969,367
Aquarius,21.75,471.1875,55.42771551724141,4.367816091954023,0.6421052631578947,87
Aquarius,31.2,314.89333333333326,44.47084615384617,4.575854700854701,0.3648269410664172,936
Aquarius,18.35714285714286,100.94387755102039,64.75892023346309,4.264591439688716,0.5254237288135593,257
Aquarius,64.72727272727273,6651.652892561982,9.484009193054135,5.019662921348315,0.6175166297117517,712
Aquarius,15.0,89.42857142857143,68.33571428571432,4.123809523809524,0.6776859504132231,105
Aquarius,20.14285714285714,185.83673469387756,52.59000000000006,4.645390070921986,0.6,141
Aquarius,14.6,103.44000000000001,59.90093150684939,4.506849315068493,0.7317073170731707,73
Aquarius,19.11764705882353,192.9273356401384,58.57828054298645,4.412307692307692,0.503896103896104,325
Aquarius,23.16666666666667,117.80555555555556,79.24457434052762,3.741007194244604,0.5652173913043478,139
